企業名,日本ハム,,
証券ｺｰﾄﾞ,2282,,
表名称,連結貸借対照表,,



（百万円）,,,
2014/03/31現在,,,
連結貸借対照表,,,
(資産の部),,,
流動資産,,,
現金及び現金同等物,,42983,
定期預金,,42472,
有価証券,,190,
受取手形及び売掛金,,118141,
貸倒引当金,,-266,
棚卸資産,,122115,
繰延税金,,5863,
その他の流動資産,,9293,
流動資産合計,,340791,
有形固定資産－減価償却累計額控除後,,236669,
無形固定資産－償却累計額控除後,,5402,
投資及びその他の資産,,,
関連会社に対する投資,,2993,
その他の投資有価証券,,21078,
その他の資産,,10196,
投資及びその他の資産合計,,34267,
長期繰延税金,,10091,
資産合計,,627220,
(負債及び資本の部),,,
流動負債,,,
短期借入金,,46166,
一年以内に期限の到来する長期債務,,8395,
支払手形及び買掛金,,97353,
未払法人税等,,4419,
繰延税金,,802,
未払費用,,20567,
その他の流動負債,,18234,
流動負債合計,,195936,
退職金及び年金債務,,12584,
長期債務(一年以内期限到来分を除く),,90402,
長期繰延税金,,2449,
その他の固定負債,,1874,
負債合計,,303245,
契約残高及び偶発債務,,,
当社株主資本,,,
資本金,,24166,
資本剰余金,,55655,
利益剰余金,,,
利益準備金,,7748,
その他の利益剰余金,,271902,
その他の包括損失累計額,,-1064,
自己株式,,-37423,
当社株主資本合計,,320984,
非支配持分,,2991,
資本合計,,323975,
負債及び資本合計,,627220,
