企業名,日本ハム,,
証券ｺｰﾄﾞ,2282,,
表名称,連結貸借対照表,,



（百万円）,,,
2017/03/31現在,,,
連結貸借対照表,,,
(資産の部),,,
流動資産,,,
現金及び現金同等物,,82639,
定期預金,,18616,
受取手形及び売掛金,,128579,
貸倒引当金,,-373,
棚卸資産,,132697,
繰延税金,,6650,
その他の流動資産,,10590,
非継続事業にかかる流動資産,,-,
流動資産合計,,379398,
有形固定資産－減価償却累計額控除後,,283364,
無形固定資産－償却累計額控除後,,4715,
投資及びその他の資産,,,
関連会社に対する投資,,5100,
その他の投資有価証券,,28828,
その他の資産,,11244,
投資及びその他の資産合計,,45172,
長期繰延税金,,7627,
資産合計,,720276,
(負債及び資本の部),,,
流動負債,,,
短期借入金,,48804,
一年以内に期限の到来する長期債務,,12822,
支払手形及び買掛金,,101857,
未払法人税等,,8920,
繰延税金,,1402,
未払費用,,22357,
その他の流動負債,,21591,
非継続事業にかかる流動負債,,-,
流動負債合計,,217753,
退職金及び年金債務,,13268,
長期債務(一年以内期限到来分を除く),,76658,
長期繰延税金,,2561,
その他の固定負債,,1680,
負債合計,,311920,
契約残高及び偶発債務,,,
当社株主資本,,,
資本金,,31806,
資本剰余金,,58873,
利益剰余金,,,
利益準備金,,8275,
その他の利益剰余金,,303208,
その他の包括利益(△損失)累計額,,2005,
自己株式,,-41,
当社株主資本合計,,404126,
非支配持分,,4230,
資本合計,,408356,
負債及び資本合計,,720276,
