企業名,日本ハム,,
証券ｺｰﾄﾞ,2282,,
表名称,連結損益（及び包括利益）計算書,,



（百万円）,,,
2018/04/01-2019/03/31,,,
連結損益（及び包括利益）計算書,,,
売上高,,1234180,
売上原価,,1033577,
販売費及び一般管理費,,168338,
プロ野球選手移籍金,,-,
その他の収益,,8510,
その他の費用,,9292,
金融収益,,1427,
金融費用,,3561,
持分法による投資利益,,918,
税引前当期利益,,30267,
法人所得税費用,,11250,
当期利益,,19017,
当期利益の帰属,,,
親会社の所有者,,19561,
非支配持分,,-544,
当期利益,,19017,
（円）,,,
１株当たり当期利益,,,
基本的１株当たり当期利益,,183.21,
希薄化後１株当たり当期利益,,181.48,
（百万円）,,,
当期利益,,19017,
その他の包括損失,,,
純損益に振り替えられることのない項目,,,
確定給付制度の再測定,,-1847,
その他の包括利益を通じて公正価値で測定する金融資産,,-4098,
合計,,-5945,
純損益に振り替えられる可能性のある項目,,,
在外営業活動体の換算差額,,335,
持分法適用会社におけるその他の包括利益に対する持分,,84,
合計,,419,
その他の包括損失合計,,-5526,
当期包括利益,,13491,
当期包括利益の帰属,,,
親会社の所有者,,14450,
非支配持分,,-959,
当期包括利益,,13491,
