企業名,日本ハム,
証券ｺｰﾄﾞ,2282,
表名称,連結キャッシュ・フロー計算書,



(百万円),,
2007/04/01-2008/03/31,,

営業活動によるキャッシュ・フロー：,,
当期純利益,,1555
調整項目：,,
減価償却費,,24486
豪州子会社固定資産減損損失,,2456
繰延税金,,138
受取手形及び売掛金の（－増）減,,5809
棚卸資産の減,,408
その他の流動資産の減,,811
支払手形及び買掛金の増（－減）,,-6260
未払法人税等の増（－減）,,-1994
未払費用及びその他の流動負債の増,,1373
その他―純額,,327
営業活動による純キャッシュ増,,29109
投資活動によるキャッシュ・フロー：,,
有形固定資産の取得,,-16008
有形固定資産の売却,,1649
定期預金の増,,-9764
有価証券及びその他の投資有価証券の取得,,-2137
有価証券及びその他の投資有価証券の売却,,2270
保証金及びその他の投資の減,,630
その他―純額,,-3433
投資活動による純キャッシュ減,,-26793
財務活動によるキャッシュ・フロー：,,
現金配当,,-3677
短期借入金の減,,-7633
長期債務の借入,,31426
長期債務の返済,,-12630
その他―純額,,-35
財務活動による純キャッシュ増（－減）,,7451
純キャッシュ増,,9767
期首現金及び現金同等物残高,,34482
期末現金及び現金同等物残高,,44249
