企業名,日本ハム,,
証券ｺｰﾄﾞ,2282,,
表名称,連結キャッシュ・フロー計算書,,



（百万円）,,,
2014/04/01-2015/03/31,,,
連結キャッシュ・フロー計算書,,,
営業活動によるキャッシュ・フロー：,,,
当期純利益,,31164,
調整項目：,,,
減価償却費,,19405,
固定資産減損損失,,3047,
繰延税金,,554,
為替換算差額,,-963,
受取手形及び売掛金の(△増)減,,-8929,
棚卸資産の増,,-20259,
その他の流動資産の(△増)減,,-2260,
支払手形及び買掛金の減,,-3617,
未払法人税等の増(△減),,3294,
未払費用及びその他の流動負債の増(△減),,8727,
その他－純額,,-482,
営業活動による純キャッシュ増,,29681,
投資活動によるキャッシュ・フロー：,,,
固定資産の取得,,-34519,
固定資産の売却,,2212,
定期預金の増,,-1027,
有価証券及びその他の投資有価証券の取得,,-308,
有価証券及びその他の投資有価証券の売却及び償還,,2185,
事業の取得に伴う現金及び現金同等物の純増,,-,
事業の売却に伴う現金及び現金同等物の純増,,358,
その他－純額,,-418,
投資活動による純キャッシュ減,,-31517,
財務活動によるキャッシュ・フロー：,,,
現金配当,,-7619,
短期借入金の増(△減),,-18532,
借入債務による調達,,19631,
借入債務の返済,,-10646,
自己株式の取得,,-21,
その他－純額,,0,
財務活動による純キャッシュ減,,-17187,
為替変動による現金及び現金同等物への影響額,,1499,
純キャッシュ減,,-17524,
期首現金及び現金同等物残高,,74928,
期末現金及び現金同等物残高,,57404,
