企業名,日本ハム,,
証券ｺｰﾄﾞ,2282,,
表名称,連結貸借対照表,,



（百万円）,,,
2015/03/31現在,,,
連結貸借対照表,,,
(資産の部),,,
流動資産,,,
現金及び現金同等物,,57404,
定期預金,,11514,
有価証券,,190,
受取手形及び売掛金,,127273,
貸倒引当金,,-289,
棚卸資産,,143107,
繰延税金,,6295,
その他の流動資産,,10960,
流動資産合計,,356454,
有形固定資産－減価償却累計額控除後,,252537,
無形固定資産－償却累計額控除後,,4339,
投資及びその他の資産,,,
関連会社に対する投資,,3213,
その他の投資有価証券,,23355,
その他の資産,,14602,
投資及びその他の資産合計,,41170,
長期繰延税金,,7067,
資産合計,,661567,
(負債及び資本の部),,,
流動負債,,,
短期借入金,,43579,
一年以内に期限の到来する長期債務,,9058,
支払手形及び買掛金,,94212,
未払法人税等,,7729,
繰延税金,,1187,
未払費用,,22193,
その他の流動負債,,25669,
流動負債合計,,203627,
退職金及び年金債務,,12075,
長期債務(一年以内期限到来分を除く),,84169,
長期繰延税金,,2467,
その他の固定負債,,2805,
負債合計,,305143,
契約残高及び偶発債務,,,
当社株主資本,,,
資本金,,24166,
資本剰余金,,51038,
利益剰余金,,,
利益準備金,,7905,
その他の利益剰余金,,262887,
その他の包括利益(△損失)累計額,,8126,
自己株式,,-458,
当社株主資本合計,,353664,
非支配持分,,2760,
資本合計,,356424,
負債及び資本合計,,661567,
