企業名,日本ハム,,
証券ｺｰﾄﾞ,2282,,
表名称,連結損益（及び包括利益）計算書,,



（百万円）,,,
2015/04/01-2016/03/31,,,
連結損益（及び包括利益）計算書,,,
売上高,,1240728,
売上原価,,1019504,
販売費及び一般管理費,,174884,
その他の営業費用及び(△収益)－純額,,12151,
支払利息,,1386,
その他の収益及び(△費用)－純額,,-664,
税金等調整前当期純利益,,32139,
法人税等,,,
当期税金,,12905,
繰延税金,,272,
法人税等合計,,13177,
持分法による投資利益(△損失)前当期純利益,,18962,
持分法による投資利益(△損失)(法人税等控除後),,-207,
当期純利益,,18755,
非支配持分に帰属する当期純(△利益)損失,,3024,
当社株主に帰属する当期純利益,,21779,
（円）,,,
１株当たり金額,,,
基本的当社株主に帰属する当期純利益,,106.92,
希薄化後当社株主に帰属する当期純利益,,100.44,
（百万円）,,,
当期純利益,,18755,
その他の包括利益(△損失)(法人税等控除後),,,
売却可能有価証券未実現評価(△損)益,,-677,
年金債務調整勘定,,-4082,
外貨換算調整勘定,,-5535,
その他の包括利益(△損失)合計,,-10294,
当期包括利益,,8461,
非支配持分に帰属する当期包括(△利益)損失,,3677,
当社株主に帰属する当期包括利益,,12138,
